"R_0list" "mlist" "1" "2" "3" "4" "5" "6" "7" "8" "9" "10" "11" "12" "13" "14" "15" "16" "17" "18" "19" "20" "21" "22" "23" "24" "25" "26" "27" "28" "29" "30" "31" "32" "33" "34" "35" "36" "37" "38" "39" "40" "41" "42" "43" "44" "45" "46" "47" "48" "49" "50" "51" "52" "53" "54" "55" "56" "57" "58" "59" "60" "61" "62" "63" "64" "65" "66" "67" "68" "69" "70" "71" "72" "73" "74" "75" "76" "77" "78" "79" "80" "81" "82" "83" "84" "85" "86" "87" "88" "89" "90" "91" "92" "93" "94" "95" "96" "97" "98" "99" "100"
"12" 5.11111111111111 0.0456734693877551 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1 0 0 0.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1 0 0.1 0 0 0 0 0 0 0 0.1 0
"13" 5.39393939393939 0.049734693877551 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1 0 0.1 0 0.1 0 0.1 0 0 0.1 0.1 0 0 0.1 0.1 0.1 0 0 0.1 0 0.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1 0 0 0 0 0.1 0 0 0 0 0.1 0 0 0 0 0 0 0 0 0.1 0 0 0 0 0 0 0 0 0 0
"14" 5.67676767676768 0.0537959183673469 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1 0.1 0.1 0 0 0 0 0.1 0.1 0 0.2 0.2 0.1 0 0 0 0 0 0 0.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1 0 0 0 0 0.1 0 0 0 0 0 0.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"15" 5.95959595959596 0.0578571428571429 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1 0 0.1 0 0.1 0.1 0.2 0.1 0 0 0 0.1 0 0.1 0 0.1 0.1 0 0 0.1 0 0 0 0.1 0 0 0 0 0 0 0.1 0 0 0 0.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1 0 0 0 0 0 0 0 0.1 0.1 0 0 0 0
"16" 6.24242424242424 0.0619183673469388 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.3 0.1 0 0.1 0.2 0.2 0 0 0.2 0 0.1 0 0 0.1 0.1 0 0.1 0 0 0 0 0 0 0 0 0 0 0.1 0 0 0 0 0 0 0 0 0 0 0.1 0 0.1 0 0 0 0 0 0.1 0.1 0 0 0 0 0 0.1 0.1 0 0 0 0 0 0.1 0.1 0 0.1 0 0.1 0 0 0 0.1 0 0.3 0 0 0.1 0 0
"17" 6.52525252525253 0.0659795918367347 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1 0 0 0.1 0 0.1 0.2 0.1 0 0.1 0 0 0 0 0 0 0.1 0 0 0 0 0 0.1 0.1 0.1 0.1 0 0 0 0.1 0 0 0 0 0.1 0 0 0 0.1 0 0 0 0 0 0 0 0 0.1 0 0 0 0 0.1 0 0 0.1 0 0 0.1 0 0.1 0 0 0 0 0 0 0 0 0 0 0 0.1 0.1 0 0.1 0.1 0 0 0.1 0 0 0 0 0
"18" 6.80808080808081 0.0700408163265306 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1 0 0.1 0.2 0 0.1 0 0 0 0.1 0 0.1 0.1 0.1 0 0.2 0 0 0.3 0 0 0.1 0 0 0 0.2 0.2 0 0 0.2 0 0 0 0 0 0.1 0 0 0 0 0 0 0 0.1 0 0 0 0 0.1 0.1 0 0 0 0 0 0 0 0.1 0 0.1 0 0.1 0 0 0.1 0 0 0 0 0 0 0.1 0 0 0 0.2 0.1 0.1 0 0.2 0.1 0.2 0 0.1 0
"19" 7.09090909090909 0.0741020408163265 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1 0 0 0 0 0.1 0.1 0 0.1 0 0 0 0.1 0.1 0.1 0.2 0.2 0 0.1 0 0.1 0 0.2 0.2 0.1 0.2 0.1 0.1 0.1 0 0 0.1 0 0.1 0.1 0.2 0 0 0 0 0 0 0 0 0 0 0 0.1 0 0 0 0 0 0 0 0.1 0 0.1 0 0.1 0 0 0 0 0.1 0 0 0 0.1 0.1 0 0 0 0 0.1 0 0 0.1 0.1 0 0 0.1 0 0.1 0 0.2 0
"20" 7.37373737373737 0.0781632653061225 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1 0.1 0.1 0 0.1 0.2 0.3 0.1 0 0.2 0.1 0.2 0.2 0.2 0.1 0.1 0.3 0 0 0.2 0.2 0.1 0 0.2 0 0 0 0.1 0.1 0.1 0.1 0 0 0.1 0 0 0.1 0 0 0 0.1 0.1 0.1 0 0 0 0 0 0 0 0 0 0.2 0.1 0 0.1 0 0 0.1 0 0 0 0 0.1 0 0 0.1 0.2 0 0 0.3 0.2 0.1 0 0 0.1 0.2 0.1 0.2 0 0 0.3 0 0.1
"21" 7.65656565656566 0.0822244897959184 0 0 0 0 0 0 0 0 0.1 0 0 0 0 0 0 0 0 0 0.2 0.1 0.2 0.2 0 0 0.1 0.1 0.1 0.3 0 0.1 0 0 0.1 0.1 0.3 0.2 0.1 0 0.1 0 0.1 0 0.1 0.3 0.2 0 0 0 0 0 0 0 0.2 0 0 0.1 0 0.1 0 0 0.1 0 0 0 0.2 0 0 0 0.1 0.1 0 0.1 0 0 0.1 0 0 0 0 0 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0 0.1 0.1 0 0.3 0.1 0.1 0.1 0.2 0 0.4 0.1 0
"22" 7.93939393939394 0.0862857142857143 0 0 0 0 0 0 0 0 0 0 0 0 0.1 0 0 0.1 0.1 0.2 0 0.1 0.3 0 0.1 0.2 0.1 0.1 0.2 0 0.3 0.2 0.3 0.1 0.1 0 0.3 0 0 0.2 0 0 0.1 0.1 0.1 0 0.1 0 0.1 0.1 0 0.2 0 0.1 0.1 0 0 0.1 0.2 0.1 0 0 0.1 0 0.1 0 0 0.1 0 0 0 0.1 0.1 0 0.2 0 0 0 0 0.1 0.1 0.1 0.1 0 0 0 0.2 0 0 0.1 0 0.1 0.1 0.2 0.1 0.1 0.1 0.1 0.4 0 0.1 0.2
"23" 8.22222222222222 0.0903469387755102 0 0 0 0 0 0 0.1 0 0 0.1 0 0 0 0.3 0.1 0.1 0.1 0.1 0 0.3 0.1 0.1 0.1 0.1 0.1 0.1 0.2 0.2 0.3 0 0.2 0.2 0.2 0.2 0.1 0.1 0.2 0.1 0 0.1 0.1 0.1 0.2 0.1 0.1 0.1 0.1 0.1 0.2 0.1 0 0.3 0 0.2 0 0.1 0 0.2 0 0 0 0 0 0 0 0.1 0 0 0 0.1 0 0 0.1 0.1 0 0.1 0.1 0.1 0 0.2 0.2 0 0 0 0.1 0 0.2 0 0 0.1 0 0.3 0 0.1 0 0.1 0 0.3 0.2 0
"24" 8.50505050505051 0.0944081632653061 0 0 0 0 0 0.1 0 0 0 0 0 0 0 0.1 0 0 0 0 0.1 0.1 0.3 0.2 0.2 0.2 0.4 0 0 0.4 0.1 0.2 0.4 0.2 0.2 0.1 0.3 0.1 0.2 0.1 0.1 0.2 0 0.1 0.1 0.1 0.1 0 0 0 0.2 0.3 0 0.1 0 0 0 0.1 0.1 0 0 0.3 0 0 0 0 0 0.1 0 0.1 0 0.1 0 0.1 0.2 0.2 0.1 0.3 0.1 0.1 0.1 0.1 0.2 0 0 0.2 0.2 0.1 0 0.2 0.4 0 0.1 0 0 0.1 0.3 0 0.1 0.4 0.1 0.2
"25" 8.78787878787879 0.0984693877551021 0 0 0 0 0 0 0 0 0.1 0.2 0 0.2 0.1 0.1 0 0 0.1 0.1 0.1 0.1 0.3 0.1 0.2 0.2 0.3 0.2 0.3 0.1 0.1 0.1 0 0.1 0.2 0.1 0.1 0 0.1 0.2 0.2 0.2 0.2 0.1 0.1 0 0.1 0.2 0 0 0 0 0.1 0.1 0.1 0 0.1 0 0 0 0 0.1 0.1 0.2 0.2 0.1 0.1 0.3 0 0 0.2 0 0 0.1 0.1 0.1 0 0.1 0.2 0.1 0.1 0.3 0.2 0 0.1 0.2 0 0.2 0.2 0.2 0 0.1 0 0.1 0 0.2 0.2 0.3 0.2 0 0.3 0.4
"26" 9.07070707070707 0.102530612244898 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1 0.1 0.2 0.2 0.1 0.3 0.1 0.2 0.2 0.3 0.1 0.3 0.2 0.5 0.1 0.3 0.1 0.2 0.1 0.1 0.3 0.1 0 0 0 0.2 0 0 0 0.1 0.3 0.2 0.4 0.2 0.2 0.4 0 0.1 0.1 0 0 0.1 0 0 0.1 0 0 0.2 0 0 0.2 0 0 0 0 0 0.2 0.2 0.1 0.1 0.1 0.3 0 0.4 0.2 0.2 0.2 0.2 0 0.2 0.1 0.2 0.2 0.5 0.2 0 0.1 0.1 0.1 0.1 0.3 0.1 0.3 0.2 0.1
"27" 9.35353535353535 0.106591836734694 0 0 0 0 0 0 0 0 0 0 0 0.1 0.1 0 0.1 0 0.1 0.1 0.3 0.1 0.1 0.3 0.3 0.4 0.1 0.3 0.2 0.4 0.3 0 0.3 0.1 0.2 0.2 0.2 0.1 0.3 0.3 0.3 0.1 0.1 0.2 0.6 0.1 0.1 0.1 0.2 0.1 0.2 0.1 0.1 0.1 0.1 0.2 0.2 0.1 0.3 0 0 0.1 0.1 0 0 0 0.1 0.2 0 0.3 0.1 0.2 0 0 0.2 0.1 0.2 0 0.2 0.1 0 0.1 0 0.2 0.2 0 0 0.2 0.3 0.2 0.1 0.4 0.2 0.1 0.5 0.2 0.3 0.1 0.2 0.3 0.2 0.4
"28" 9.63636363636364 0.11065306122449 0 0 0 0 0 0 0.1 0 0 0 0 0 0 0 0.2 0 0.2 0 0.1 0.4 0.3 0.3 0.4 0 0.3 0.4 0.1 0.3 0.1 0 0.1 0.2 0.4 0 0.1 0.3 0.2 0 0.1 0.3 0.2 0.4 0.4 0.2 0.1 0.2 0.2 0.1 0.2 0.2 0 0.1 0.1 0.1 0 0 0.1 0.2 0.1 0.1 0.1 0 0.1 0.1 0.1 0.1 0.2 0.1 0 0.3 0.1 0.1 0.1 0.1 0.1 0 0 0.2 0.1 0.2 0 0.4 0.1 0.1 0.2 0.4 0.2 0 0.2 0.2 0.4 0.3 0.3 0.4 0.3 0.4 0 0.4 0.2 0.3
"29" 9.91919191919192 0.114714285714286 0 0 0 0 0 0 0 0 0 0 0 0.1 0 0.1 0.1 0.2 0.1 0 0.2 0.2 0.1 0.3 0.1 0.2 0.2 0.2 0.2 0.2 0.3 0.5 0.4 0.3 0.1 0.4 0.1 0 0.3 0.4 0.1 0.2 0.4 0 0.2 0.1 0.2 0 0.2 0 0 0.1 0 0.1 0 0.1 0.2 0 0 0.2 0.2 0 0.2 0.2 0.1 0.1 0 0 0.1 0.1 0.1 0.1 0 0.1 0 0.1 0.1 0.1 0.2 0.3 0 0 0.2 0.1 0.2 0.2 0.3 0.1 0.1 0.3 0.1 0 0.3 0.3 0.1 0.4 0.3 0.3 0.3 0.3 0.5 0.3
"30" 10.2020202020202 0.118775510204082 0 0 0 0 0 0 0 0 0 0.1 0 0.2 0.1 0 0.1 0.2 0.1 0.3 0 0 0 0.1 0.3 0.2 0.2 0.2 0.2 0.5 0.3 0.4 0.3 0.3 0.4 0.5 0.2 0 0.5 0.3 0.3 0.3 0.3 0 0.2 0.2 0.1 0.1 0.2 0 0.1 0.2 0 0.1 0.1 0 0.1 0.1 0 0 0 0 0.1 0.2 0.2 0.3 0.1 0.1 0.3 0.1 0 0 0.1 0 0.2 0.1 0 0 0 0.1 0 0.1 0.1 0.1 0.1 0.2 0.2 0.2 0.1 0.1 0.2 0.4 0 0.4 0.1 0.2 0.2 0.3 0.3 0.4 0.5 0.4
"31" 10.4848484848485 0.122836734693878 0 0 0 0 0 0 0 0 0 0 0.1 0.1 0.1 0.2 0 0 0 0 0.3 0.3 0.1 0.3 0.3 0.2 0.3 0.1 0.3 0.4 0.2 0.3 0.5 0.3 0.2 0.2 0.1 0.2 0.3 0.3 0.3 0.2 0.2 0.2 0 0 0.2 0 0 0.2 0.2 0.3 0.2 0 0.2 0.4 0 0.2 0 0.1 0.1 0.4 0.1 0.3 0.2 0.1 0 0.1 0 0.3 0.1 0 0.1 0.1 0.1 0.1 0.3 0.3 0.4 0.4 0 0.1 0.2 0.4 0.3 0.1 0.2 0.1 0 0.2 0.2 0 0.4 0.2 0.1 0.4 0.6 0.4 0.4 0.1 0.3 0.4
"32" 10.7676767676768 0.126897959183673 0 0 0 0 0 0 0.1 0 0.1 0 0 0 0.1 0.1 0 0.1 0.2 0 0.1 0.2 0.2 0.3 0.4 0.1 0.4 0.2 0.4 0.2 0.2 0.4 0.3 0.3 0.3 0.1 0.3 0.2 0.8 0.5 0.2 0.2 0.3 0.3 0.2 0.2 0.3 0.2 0 0.2 0.2 0.3 0.3 0.3 0.1 0.1 0.2 0.1 0.2 0.1 0.1 0.2 0.3 0.2 0.2 0.1 0.2 0 0.1 0.1 0.3 0 0.1 0.2 0.1 0 0.2 0.1 0.1 0.2 0.1 0.3 0.5 0 0.1 0.2 0 0.2 0.4 0.4 0.4 0.1 0.5 0.4 0.5 0.2 0.6 0.5 0.5 0.4 0.7 0.3
"33" 11.0505050505051 0.130959183673469 0.1 0 0.1 0 0 0 0 0.1 0 0.1 0 0 0.1 0.1 0.1 0.2 0.4 0.2 0 0 0.3 0.1 0.4 0.4 0.4 0.4 0.5 0.4 0.7 0.2 0.2 0.3 0.1 0.2 0.1 0.1 0.1 0.6 0.2 0.2 0.2 0.3 0.3 0.2 0.1 0.2 0 0 0.1 0.2 0.4 0.2 0 0 0.4 0 0.1 0.3 0.1 0.1 0 0.1 0.5 0.1 0.2 0.1 0.2 0.3 0.2 0.2 0 0.2 0.1 0.2 0.3 0 0.1 0.2 0.5 0.2 0.1 0.2 0.5 0.2 0.1 0.3 0.4 0 0.3 0.3 0.4 0 0.2 0.3 0.5 0.2 0.4 0.6 0.3 0.7
"34" 11.3333333333333 0.135020408163265 0 0 0.1 0.1 0.1 0 0 0.1 0 0 0.2 0.1 0 0.2 0.1 0.1 0.4 0.4 0.5 0.4 0.4 0.2 0.3 0.4 0.2 0 0.6 0.7 0.4 0.6 0.1 0.6 0.5 0.2 0.1 0.3 0.5 0.4 0.1 0.3 0.3 0.4 0.2 0.2 0.4 0.1 0 0 0 0.3 0.2 0 0.2 0.1 0.1 0.4 0 0 0.3 0 0 0.4 0.5 0.2 0.2 0.1 0 0.2 0.1 0.1 0.2 0.1 0.2 0.4 0.3 0.4 0.3 0.1 0.3 0.4 0.3 0.2 0.2 0.1 0.5 0.6 0.2 0.1 0.3 0.4 0.1 0.5 0.5 0.4 0.5 0.1 0.4 0.2 0.6 0.4
"35" 11.6161616161616 0.139081632653061 0 0 0 0 0 0 0 0 0.1 0.1 0.2 0 0.1 0.1 0.3 0.2 0.1 0.2 0.2 0.1 0.5 0.4 0.4 0.2 0.6 0.2 0.4 0.3 0.5 0.3 0.3 0.4 0.4 0.2 0.5 0.3 0.5 0.1 0.1 0.4 0.1 0.3 0.3 0.3 0.4 0.4 0.2 0.2 0.1 0.3 0.1 0 0.2 0.2 0.3 0.1 0 0 0.1 0.2 0.2 0.1 0.1 0.2 0.3 0.2 0.2 0.2 0.1 0.4 0.1 0.5 0.2 0.3 0.2 0.2 0.2 0.1 0.2 0 0.2 0.1 0.3 0.2 0.2 0.3 0.4 0.1 0.4 0.1 0.1 0.7 0.4 0.4 0.5 0.5 0.3 0.4 0.7 0.7
"36" 11.8989898989899 0.143142857142857 0 0 0.1 0.1 0.1 0 0 0 0.2 0 0 0.3 0.3 0 0.2 0.2 0.1 0.4 0.3 0.3 0.5 0.2 0.3 0.2 0.4 0.3 0.5 0.3 0.4 0.6 0.8 0.4 0.5 0.2 0.2 0.5 0.2 0.3 0.3 0.5 0.1 0.2 0.5 0.4 0.3 0.1 0.3 0.2 0.3 0.4 0.2 0.1 0.3 0.2 0.3 0.2 0.2 0.1 0.2 0.2 0.4 0.1 0.2 0.2 0 0.4 0 0.5 0 0 0.2 0.3 0.2 0.1 0.1 0.2 0.4 0.4 0.3 0.2 0.4 0.2 0.1 0.2 0.4 0.1 0.4 0.2 0.4 0.3 0.3 0.2 0.5 0.4 0.3 0.2 0.5 0.5 0.7 0.5
"37" 12.1818181818182 0.147204081632653 0 0 0 0 0 0 0 0.1 0.2 0 0 0.1 0.2 0.1 0.3 0.3 0.4 0.2 0.2 0.5 0.7 0.2 0.3 0.4 0.4 0.2 0.7 0.3 0.4 0.7 0.5 0.4 0.3 0.4 0.3 0.4 0.4 0.4 0.4 0.4 0.2 0.4 0.1 0.1 0.3 0.2 0.3 0.1 0.2 0.2 0 0.2 0.3 0.4 0.3 0.2 0.2 0.1 0 0.2 0.1 0.2 0.3 0.3 0.4 0.2 0.2 0.3 0.6 0.2 0.2 0 0 0.2 0.3 0.2 0.4 0.4 0.4 0.3 0.3 0.4 0.4 0.4 0.4 0.3 0.4 0.3 0.5 0.4 0.3 0.4 0.4 0.6 0.5 0.6 0.5 0.3 0.4 0.3
"38" 12.4646464646465 0.151265306122449 0.1 0 0.1 0 0 0 0 0 0.1 0 0 0.1 0 0.1 0.2 0.2 0 0.3 0.7 0.5 0.4 0.5 0.5 0.7 0.5 0.5 0.3 0.6 0.7 0.3 0.7 0.2 0.7 0.4 0.6 0.4 0.8 0.5 0.4 0.3 0.2 0.2 0.2 0.1 0.3 0.2 0.2 0.5 0.1 0.2 0 0.2 0.2 0.2 0.1 0.3 0.1 0.2 0.3 0.3 0.1 0.3 0.2 0.1 0.1 0.2 0.4 0.3 0.2 0.2 0.3 0.1 0.3 0.1 0.2 0.1 0.3 0.1 0.2 0.5 0.4 0.4 0.3 0.3 0.4 0.2 0.2 0.2 0.8 0.4 0.3 0.7 0.4 0.1 0.6 0.4 0.7 0.4 0.3 0.7
"39" 12.7474747474747 0.155326530612245 0 0 0 0 0 0 0 0 0 0.2 0 0.1 0.1 0 0.1 0.4 0.1 0.2 0.2 0.2 0.2 0.4 0.4 0.6 0.3 0.4 0.6 0.5 0.2 0.5 0.5 0.5 0.6 0.3 0.4 0.7 0.5 0.2 0.2 0.6 0.5 0.3 0.4 0.3 0.5 0.2 0.3 0.4 0.3 0.1 0.2 0 0.2 0.3 0.2 0.3 0.4 0.3 0.3 0.4 0.2 0.1 0.3 0 0 0.1 0 0.2 0.2 0.4 0.2 0.2 0.3 0.1 0.3 0.2 0.2 0.3 0.1 0.5 0.1 0.3 0.5 0.3 0.1 0.3 0.3 0.3 0.3 0.5 0.4 0.7 0.4 0.7 0.4 0.6 0.7 0.3 0.4 0.7
"40" 13.030303030303 0.159387755102041 0 0 0 0 0 0 0 0 0 0 0 0.1 0.2 0 0.3 0.4 0.2 0.3 0.4 0.3 0.3 0.3 0.3 0.5 0.3 0.5 0.7 0.5 0.4 0.8 0.7 0.3 0.3 0.4 0.4 0.4 0.5 0.7 0.5 0.6 0.4 0.4 0.3 0.4 0.4 0.3 0.1 0.4 0.4 0.3 0.3 0.2 0.2 0.4 0.1 0 0.3 0 0.3 0.3 0.3 0.2 0.4 0.1 0.3 0.2 0.2 0.2 0.4 0.5 0.2 0.3 0.2 0.2 0.1 0.2 0.3 0.6 0.2 0.8 0.7 0.2 0.2 0.3 0.3 0.5 0.3 0.1 0.5 0.1 0.4 0.2 0.5 0.3 0.8 0.7 0.7 0.5 0.4 0.4
"41" 13.3131313131313 0.163448979591837 0 0 0 0 0.2 0 0.1 0.2 0.3 0.1 0.1 0.3 0.1 0.2 0.4 0.2 0.1 0.4 0.3 0.3 0.6 0.2 0.3 0.6 0.5 0.5 0.6 0.5 0.6 0.5 0.6 0.9 0.4 0.4 0.4 0.1 0.4 0.2 0.2 0.2 0.3 0.3 0.1 0.5 0.3 0.2 0.3 0.4 0.3 0.4 0.2 0.2 0.2 0.4 0.2 0.2 0.2 0.1 0.3 0.5 0.7 0 0.2 0.3 0.1 0.1 0.2 0 0.4 0.2 0.2 0.1 0.2 0.2 0.4 0.2 0 0.4 0.3 0.3 0.4 0.3 0.4 0.3 0.2 0.3 0.3 0 0.5 0.5 0.7 0.6 0.5 0.6 0.7 0.7 0.5 0.8 0.5 0.5
"42" 13.5959595959596 0.167510204081633 0 0 0 0 0 0.1 0.1 0 0 0.1 0 0.4 0 0.2 0.1 0.3 0.3 0.3 0.3 0.3 0.4 0.2 0.4 0.8 0.3 0.4 0.7 0.4 0.5 0.4 0.4 0.9 0.4 0.6 0.6 0.3 0.3 0.6 0.5 0.6 0.2 0.3 0.5 0.3 0.4 0.2 0.3 0.5 0.3 0.6 0.3 0.3 0.2 0.4 0.4 0.2 0.1 0.1 0.1 0.3 0.1 0.3 0.3 0.5 0.2 0.2 0.2 0.3 0.4 0.2 0.6 0.3 0.7 0.4 0.4 0.1 0.4 0.3 0.4 0.6 0.4 0.4 0.1 0.1 0.4 0.5 0.7 0.3 0.3 0.5 0.4 0.7 0.6 0.6 0.7 0.7 0.6 0.8 0.7 0.9
